time_ms,voltage_V,current_mA,true_soc
1647000,4.040,27.7,0.86667
1648000,4.036,31.8,0.86667
1649000,4.036,28.2,0.86667
1650000,4.052,32.2,0.86667
1651000,4.044,33.8,0.86667
1652000,4.040,42.4,0.86667
1653000,4.044,31.9,0.86667
1654000,4.032,26.0,0.86667
1655000,4.044,28.0,0.86667
1656000,4.040,29.3,0.86667
1657000,4.044,34.3,0.86667
1658000,4.032,29.4,0.86667
1659000,4.044,34.5,0.86667
1660000,4.036,23.6,0.86667
1661000,4.044,30.7,0.86667
1662000,4.040,33.6,0.86667
1663000,4.040,32.3,0.86667
1664000,4.036,27.3,0.86667
1665000,4.036,30.1,0.86667
1666000,4.036,22.5,0.86667
1667000,4.036,30.2,0.86667
1668000,4.044,29.0,0.86667
1669000,4.024,25.7,0.86667
1670000,4.044,28.6,0.86667
1671000,4.044,36.8,0.86667
1672000,4.036,24.1,0.86667
1673000,4.040,31.0,0.86667
1674000,4.032,32.2,0.86667
1675000,4.044,30.3,0.86667
1676000,4.032,33.3,0.86667
1677000,4.016,28.6,0.86667
1678000,4.036,27.5,0.86667
1679000,4.040,25.9,0.86667
1680000,3.960,1049.8,0.86667
1681000,3.972,1050.9,0.86656
1682000,3.968,1051.9,0.86644
1683000,3.976,1050.1,0.86633
1684000,3.980,1051.2,0.86622
1685000,3.964,1049.0,0.86611
1686000,3.972,1044.1,0.86600
1687000,3.972,1050.0,0.86589
1688000,3.972,1052.5,0.86578
1689000,3.972,1046.1,0.86567
1690000,3.976,1050.9,0.86556
1691000,3.968,1057.5,0.86544
1692000,3.976,1049.7,0.86533
1693000,3.968,1049.9,0.86522
1694000,3.968,1043.8,0.86511
1695000,3.956,1045.7,0.86500
1696000,3.964,1046.8,0.86489
1697000,3.976,1052.3,0.86478
1698000,3.968,1046.4,0.86467
1699000,3.964,1042.6,0.86456
1700000,3.976,1051.6,0.86444
1701000,3.976,1047.1,0.86433
1702000,3.960,1043.9,0.86422
1703000,3.980,1052.8,0.86411
1704000,3.968,1052.0,0.86400
1705000,3.952,1041.2,0.86389
1706000,3.964,1050.5,0.86378
1707000,3.968,1045.6,0.86367
1708000,3.972,1050.5,0.86356
1709000,3.976,1050.5,0.86344
1710000,3.964,1050.0,0.86333
1711000,3.956,1054.3,0.86322
1712000,3.968,1061.3,0.86311
1713000,3.968,1051.5,0.86300
1714000,3.972,1057.5,0.86289
1715000,3.976,1043.6,0.86278
1716000,3.964,1048.6,0.86267
1717000,3.968,1044.9,0.86256
1718000,3.964,1047.4,0.86244
1719000,3.976,1048.9,0.86233
1720000,3.964,1057.9,0.86222
1721000,3.960,1050.3,0.86211
1722000,3.960,1054.4,0.86200
1723000,3.968,1048.3,0.86189
1724000,3.960,1047.8,0.86178
1725000,3.964,1043.7,0.86167
1726000,3.964,1057.8,0.86156
1727000,3.952,1055.8,0.86144
1728000,3.952,1050.9,0.86133
1729000,3.964,1049.1,0.86122
1730000,3.948,1050.4,0.86111
1731000,3.948,1044.7,0.86100
1732000,3.976,1052.0,0.86089
1733000,3.944,1055.4,0.86078
1734000,3.964,1055.7,0.86067
1735000,3.956,1043.8,0.86056
1736000,3.960,1054.4,0.86044
1737000,3.960,1044.8,0.86033
1738000,3.956,1041.4,0.86022
1739000,3.956,1054.6,0.86011
1740000,3.964,1048.0,0.86000
1741000,3.964,1053.9,0.85989
1742000,3.964,1053.5,0.85978
1743000,3.956,1052.9,0.85967
1744000,3.952,1050.4,0.85956
1745000,3.948,1045.2,0.85944
1746000,3.956,1048.9,0.85933
1747000,3.952,1055.8,0.85922
1748000,3.964,1054.0,0.85911
1749000,3.956,1049.1,0.85900
1750000,3.964,1049.0,0.85889
1751000,3.944,1052.5,0.85878
1752000,3.964,1050.6,0.85867
1753000,3.956,1049.3,0.85856
1754000,3.944,1052.2,0.85844
1755000,3.940,1052.0,0.85833
1756000,3.960,1047.5,0.85822
1757000,3.948,1051.4,0.85811
1758000,3.952,1051.8,0.85800
1759000,3.956,1050.1,0.85789
1760000,3.952,1047.1,0.85778
1761000,3.936,1048.8,0.85767
1762000,3.964,1046.3,0.85756
1763000,3.940,1051.5,0.85744
1764000,3.948,1043.8,0.85733
1765000,3.948,1056.2,0.85722
1766000,3.952,1055.2,0.85711
1767000,3.940,1051.9,0.85700
1768000,3.944,1053.8,0.85689
1769000,3.940,1053.5,0.85678
1770000,3.952,1050.7,0.85667
1771000,3.952,1049.4,0.85656
1772000,3.944,1048.9,0.85644
1773000,3.956,1056.4,0.85633
1774000,3.952,1047.0,0.85622
1775000,3.936,1047.0,0.85611
1776000,3.932,1054.1,0.85600
1777000,3.944,1053.7,0.85589
1778000,3.948,1049.2,0.85578
1779000,3.940,1052.3,0.85567
1780000,3.948,1052.9,0.85556
1781000,3.944,1045.0,0.85544
1782000,3.960,1055.5,0.85533
1783000,3.936,1052.9,0.85522
1784000,3.952,1052.0,0.85511
1785000,3.952,1052.9,0.85500
1786000,3.944,1051.5,0.85489
1787000,3.928,1047.6,0.85478
1788000,3.944,1051.4,0.85467
1789000,3.932,1052.2,0.85456
1790000,3.960,1052.6,0.85444
1791000,3.944,1050.3,0.85433
1792000,3.960,1051.2,0.85422
1793000,3.944,1045.9,0.85411
1794000,3.940,1046.8,0.85400
1795000,3.952,1049.8,0.85389
1796000,3.948,1057.2,0.85378
1797000,3.964,1048.5,0.85367
1798000,3.936,1048.3,0.85356
1799000,3.952,1042.9,0.85344
1800000,3.960,1053.9,0.85333
1801000,3.952,1044.4,0.85322
1802000,3.948,1050.3,0.85311
1803000,3.952,1043.4,0.85300
1804000,3.940,1053.1,0.85289
1805000,3.936,1052.6,0.85278
1806000,3.936,1047.7,0.85267
1807000,3.948,1042.6,0.85256
1808000,3.936,1054.8,0.85244
1809000,3.940,1051.4,0.85233
1810000,3.936,1051.3,0.85222
1811000,3.948,1046.5,0.85211
1812000,3.956,1049.7,0.85200
1813000,3.932,1050.2,0.85189
1814000,3.944,1054.9,0.85178
1815000,3.948,1052.9,0.85167
1816000,3.940,1047.4,0.85156
1817000,3.928,1049.3,0.85144
1818000,3.948,1048.9,0.85133
1819000,3.928,1050.9,0.85122
1820000,3.952,1043.8,0.85111
1821000,3.932,1049.6,0.85100
1822000,3.928,1048.9,0.85089
1823000,3.936,1055.7,0.85078
1824000,3.940,1055.5,0.85067
1825000,3.940,1055.7,0.85056
1826000,3.944,1053.4,0.85044
1827000,3.940,1052.5,0.85033
1828000,3.952,1049.1,0.85022
1829000,3.936,1046.4,0.85011
1830000,3.940,1050.1,0.85000
1831000,3.940,1048.3,0.84989
1832000,3.924,1049.3,0.84978
1833000,3.928,1050.0,0.84967
1834000,3.936,1043.1,0.84956
1835000,3.940,1052.0,0.84944
1836000,3.920,1052.3,0.84933
1837000,3.952,1044.6,0.84922
1838000,3.940,1045.8,0.84911
1839000,3.936,1047.3,0.84900
1840000,3.940,1047.5,0.84889
1841000,3.932,1050.5,0.84878
1842000,3.936,1045.8,0.84867
1843000,3.940,1045.1,0.84856
1844000,3.944,1060.5,0.84844
1845000,3.936,1052.9,0.84833
1846000,3.924,1042.2,0.84822
1847000,3.928,1055.1,0.84811
1848000,3.932,1047.2,0.84800
1849000,3.924,1045.8,0.84789
1850000,3.928,1049.8,0.84778
1851000,3.928,1047.0,0.84767
1852000,3.932,1052.1,0.84756
1853000,3.940,1049.3,0.84744
1854000,3.932,1049.4,0.84733
1855000,3.940,1051.9,0.84722
1856000,3.932,1049.4,0.84711
1857000,3.928,1046.9,0.84700
1858000,3.936,1053.1,0.84689
1859000,3.936,1051.8,0.84678
1860000,3.940,1050.2,0.84667
1861000,3.940,1053.7,0.84656
1862000,3.944,1049.6,0.84644
1863000,3.936,1050.9,0.84633
1864000,3.936,1051.1,0.84622
1865000,3.936,1047.1,0.84611
1866000,3.928,1061.4,0.84600
1867000,3.928,1050.3,0.84589
1868000,3.944,1048.0,0.84578
1869000,3.928,1047.3,0.84567
1870000,3.924,1043.7,0.84556
1871000,3.936,1043.2,0.84544
1872000,3.928,1061.2,0.84533
1873000,3.936,1043.3,0.84522
1874000,3.940,1047.1,0.84511
1875000,3.924,1048.9,0.84500
1876000,3.936,1049.3,0.84489
1877000,3.928,1049.1,0.84478
1878000,3.920,1049.2,0.84467
1879000,3.916,1051.6,0.84456
1880000,3.936,1048.2,0.84444
1881000,3.936,1051.2,0.84433
1882000,3.940,1049.7,0.84422
1883000,3.932,1053.7,0.84411
1884000,3.936,1053.7,0.84400
1885000,3.920,1048.2,0.84389
1886000,3.932,1051.7,0.84378
1887000,3.920,1054.4,0.84367
1888000,3.932,1046.4,0.84356
1889000,3.912,1049.7,0.84344
1890000,3.912,1051.5,0.84333
1891000,3.940,1046.2,0.84322
1892000,3.920,1057.3,0.84311
1893000,3.928,1048.7,0.84300
1894000,3.924,1057.1,0.84289
1895000,3.940,1048.1,0.84278
1896000,3.932,1048.5,0.84267
1897000,3.928,1044.1,0.84256
1898000,3.920,1043.4,0.84244
1899000,3.928,1053.4,0.84233
1900000,3.920,1048.7,0.84222
1901000,3.928,1049.1,0.84211
1902000,3.904,1053.9,0.84200
1903000,3.928,1046.7,0.84189
1904000,3.928,1049.6,0.84178
1905000,3.924,1051.1,0.84167
1906000,3.924,1047.9,0.84156
1907000,3.920,1054.6,0.84144
1908000,3.928,1049.7,0.84133
1909000,3.924,1056.2,0.84122
1910000,3.936,1053.8,0.84111
1911000,3.924,1049.7,0.84100
1912000,3.924,1048.7,0.84089
1913000,3.928,1053.4,0.84078
1914000,3.916,1050.9,0.84067
1915000,3.944,1046.1,0.84056
1916000,3.920,1049.3,0.84044
1917000,3.928,1055.7,0.84033
1918000,3.924,1052.3,0.84022
1919000,3.924,1048.7,0.84011
1920000,3.924,1044.5,0.84000
1921000,3.940,1051.2,0.83989
1922000,3.904,1050.3,0.83978
1923000,3.948,1049.6,0.83967
1924000,3.916,1053.5,0.83956
1925000,3.916,1052.4,0.83944
1926000,3.920,1044.6,0.83933
1927000,3.908,1050.4,0.83922
1928000,3.924,1045.4,0.83911
1929000,3.928,1048.4,0.83900
1930000,3.928,1045.1,0.83889
1931000,3.936,1045.3,0.83878
1932000,3.916,1043.1,0.83867
1933000,3.936,1051.7,0.83856
1934000,3.928,1051.3,0.83844
1935000,3.916,1050.1,0.83833
1936000,3.912,1048.0,0.83822
1937000,3.924,1044.9,0.83811
1938000,3.924,1045.5,0.83800
1939000,3.924,1044.8,0.83789
1940000,3.932,1048.0,0.83778
1941000,3.932,1051.3,0.83767
1942000,3.924,1047.0,0.83756
1943000,3.920,1046.1,0.83744
1944000,3.916,1049.0,0.83733
1945000,3.908,1045.1,0.83722
1946000,3.912,1040.6,0.83711
1947000,3.908,1052.5,0.83700
1948000,3.936,1044.5,0.83689
1949000,3.924,1047.5,0.83678
1950000,3.924,1052.6,0.83667
1951000,3.920,1043.9,0.83656
1952000,3.940,1043.5,0.83644
1953000,3.912,1043.6,0.83633
1954000,3.908,1045.8,0.83622
1955000,3.940,1055.4,0.83611
1956000,3.908,1048.1,0.83600
1957000,3.916,1041.1,0.83589
1958000,3.916,1048.7,0.83578
1959000,3.924,1050.9,0.83567
1960000,3.916,1051.3,0.83556
1961000,3.924,1045.6,0.83544
1962000,3.928,1050.1,0.83533
1963000,3.908,1053.2,0.83522
1964000,3.912,1044.3,0.83511
1965000,3.924,1045.8,0.83500
1966000,3.928,1051.4,0.83489
1967000,3.920,1051.6,0.83478
1968000,3.924,1054.8,0.83467
1969000,3.932,1050.3,0.83456
1970000,3.916,1050.5,0.83444
1971000,3.924,1046.6,0.83433
1972000,3.916,1054.9,0.83422
1973000,3.900,1055.2,0.83411
1974000,3.916,1049.8,0.83400
1975000,3.936,1047.1,0.83389
1976000,3.916,1049.7,0.83378
1977000,3.900,1050.1,0.83367
1978000,3.924,1047.0,0.83356
1979000,3.912,1047.5,0.83344
1980000,3.988,35.2,0.83333
1981000,3.972,32.1,0.83333
1982000,3.972,29.0,0.83333
1983000,3.968,26.0,0.83333
1984000,3.972,27.5,0.83333
1985000,3.980,23.7,0.83333
1986000,3.992,30.9,0.83333
1987000,3.984,27.3,0.83333
1988000,3.980,31.3,0.83333
1989000,3.988,33.0,0.83333
1990000,3.980,31.3,0.83333
1991000,3.972,28.6,0.83333
1992000,3.976,26.8,0.83333
1993000,3.988,25.5,0.83333
1994000,3.976,34.8,0.83333
1995000,3.976,31.1,0.83333
1996000,3.980,28.8,0.83333
1997000,3.980,32.4,0.83333
1998000,3.984,34.0,0.83333
1999000,3.976,27.4,0.83333
2000000,3.992,31.0,0.83333
2001000,4.004,31.1,0.83333
2002000,3.984,35.7,0.83333
2003000,3.992,28.7,0.83333
2004000,3.996,26.6,0.83333
2005000,3.988,31.4,0.83333
2006000,4.000,32.7,0.83333
2007000,3.988,30.7,0.83333
2008000,3.996,36.0,0.83333
2009000,3.988,28.7,0.83333
2010000,3.992,30.8,0.83333
2011000,3.976,24.6,0.83333
2012000,3.980,26.5,0.83333
2013000,3.996,27.4,0.83333
2014000,3.992,29.3,0.83333
2015000,3.988,25.1,0.83333
2016000,3.996,32.3,0.83333
2017000,3.992,27.1,0.83333
2018000,3.992,38.8,0.83333
2019000,3.988,27.2,0.83333
2020000,3.992,30.4,0.83333
2021000,3.980,29.9,0.83333
2022000,3.992,26.1,0.83333
2023000,3.988,29.3,0.83333
2024000,3.992,29.3,0.83333
2025000,3.992,33.6,0.83333
2026000,3.988,31.6,0.83333
2027000,3.996,32.3,0.83333
2028000,4.000,33.5,0.83333
2029000,3.992,32.4,0.83333
2030000,4.004,31.0,0.83333
2031000,3.988,27.4,0.83333
2032000,3.996,30.7,0.83333
2033000,3.992,26.7,0.83333
2034000,3.976,29.6,0.83333
2035000,3.992,29.1,0.83333
2036000,4.008,29.4,0.83333
2037000,3.988,25.1,0.83333
2038000,3.992,19.6,0.83333
2039000,3.992,28.4,0.83333
2040000,4.004,34.4,0.83333
2041000,3.992,30.3,0.83333
2042000,3.996,34.1,0.83333
2043000,3.984,26.7,0.83333
2044000,4.004,28.2,0.83333
2045000,3.996,39.1,0.83333
2046000,3.988,26.9,0.83333
2047000,3.984,32.2,0.83333
2048000,4.004,32.2,0.83333
2049000,3.996,31.7,0.83333
2050000,4.000,32.3,0.83333
2051000,4.012,26.9,0.83333
2052000,4.004,28.6,0.83333
2053000,4.008,20.3,0.83333
2054000,4.000,35.9,0.83333
2055000,4.004,32.2,0.83333
2056000,4.004,27.4,0.83333
2057000,3.992,26.8,0.83333
2058000,4.008,34.5,0.83333
2059000,3.992,27.2,0.83333
2060000,4.004,27.4,0.83333
2061000,4.000,26.0,0.83333
2062000,4.000,33.0,0.83333
2063000,3.996,34.0,0.83333
2064000,3.992,29.1,0.83333
2065000,3.992,34.1,0.83333
2066000,4.000,31.4,0.83333
2067000,3.996,25.8,0.83333
2068000,4.000,35.5,0.83333
2069000,4.004,26.0,0.83333
2070000,4.028,29.4,0.83333
2071000,3.996,31.1,0.83333
2072000,3.984,35.7,0.83333
2073000,4.016,30.4,0.83333
2074000,3.988,29.5,0.83333
2075000,4.012,28.4,0.83333
2076000,3.992,31.5,0.83333
2077000,3.996,27.3,0.83333
2078000,4.012,31.4,0.83333
2079000,4.004,34.2,0.83333
2080000,3.992,24.7,0.83333
2081000,3.992,32.1,0.83333
2082000,4.004,29.1,0.83333
2083000,3.992,25.4,0.83333
2084000,4.004,29.6,0.83333
2085000,4.008,34.2,0.83333
2086000,3.996,30.3,0.83333
2087000,3.996,25.7,0.83333
2088000,4.004,31.6,0.83333
2089000,3.996,21.6,0.83333
2090000,4.004,34.8,0.83333
2091000,4.020,24.3,0.83333
2092000,4.004,29.9,0.83333
2093000,4.000,31.6,0.83333
2094000,4.020,27.1,0.83333
2095000,4.008,34.0,0.83333
2096000,3.996,32.3,0.83333
2097000,3.996,35.1,0.83333
2098000,3.988,31.1,0.83333
2099000,4.004,21.8,0.83333
2100000,3.928,1046.8,0.83333
2101000,3.960,1052.2,0.83322
2102000,3.940,1055.6,0.83311
2103000,3.948,1050.0,0.83300
2104000,3.936,1054.5,0.83289
2105000,3.944,1050.1,0.83278
2106000,3.940,1052.2,0.83267
2107000,3.948,1049.5,0.83256
2108000,3.944,1054.8,0.83244
2109000,3.936,1056.9,0.83233
2110000,3.940,1056.5,0.83222
2111000,3.928,1063.1,0.83211
2112000,3.940,1047.2,0.83200
2113000,3.952,1051.6,0.83189
2114000,3.944,1047.3,0.83178
2115000,3.940,1054.6,0.83167
2116000,3.944,1046.2,0.83156
2117000,3.940,1054.9,0.83144
2118000,3.936,1050.8,0.83133
2119000,3.940,1049.7,0.83122
2120000,3.928,1050.1,0.83111
2121000,3.928,1045.8,0.83100
2122000,3.932,1050.9,0.83089
2123000,3.936,1050.9,0.83078
2124000,3.944,1047.5,0.83067
2125000,3.928,1048.9,0.83056
2126000,3.916,1051.9,0.83044
2127000,3.936,1046.8,0.83033
2128000,3.940,1043.1,0.83022
2129000,3.928,1056.0,0.83011
2130000,3.936,1051.2,0.83000
2131000,3.936,1048.1,0.82989
2132000,3.924,1047.3,0.82978
2133000,3.932,1046.8,0.82967
2134000,3.924,1054.6,0.82956
2135000,3.920,1044.9,0.82944
2136000,3.940,1051.6,0.82933
2137000,3.924,1051.6,0.82922
2138000,3.924,1053.1,0.82911
2139000,3.916,1048.5,0.82900
2140000,3.904,1055.6,0.82889
2141000,3.920,1053.2,0.82878
2142000,3.936,1048.4,0.82867
2143000,3.920,1047.1,0.82856
2144000,3.928,1049.5,0.82844
2145000,3.912,1048.2,0.82833
2146000,3.932,1046.5,0.82822
2147000,3.928,1050.3,0.82811
2148000,3.916,1049.0,0.82800
2149000,3.920,1056.7,0.82789
2150000,3.932,1048.2,0.82778
2151000,3.916,1047.1,0.82767
2152000,3.920,1050.0,0.82756
2153000,3.936,1051.0,0.82744
2154000,3.900,1051.3,0.82733
2155000,3.920,1051.3,0.82722
2156000,3.920,1050.2,0.82711
2157000,3.920,1049.9,0.82700
2158000,3.916,1052.5,0.82689
2159000,3.944,1046.2,0.82678
2160000,3.920,1047.1,0.82667
2161000,3.920,1044.0,0.82656
2162000,3.916,1046.3,0.82644
2163000,3.920,1054.2,0.82633
2164000,3.904,1052.3,0.82622
2165000,3.908,1057.3,0.82611
2166000,3.924,1056.1,0.82600
2167000,3.912,1052.3,0.82589
2168000,3.912,1050.6,0.82578
2169000,3.916,1050.1,0.82567
2170000,3.924,1041.8,0.82556
2171000,3.912,1049.7,0.82544
2172000,3.920,1047.8,0.82533
2173000,3.896,1046.4,0.82522
2174000,3.920,1051.6,0.82511
2175000,3.904,1049.2,0.82500
2176000,3.904,1050.4,0.82489
2177000,3.908,1045.9,0.82478
2178000,3.912,1053.4,0.82467
2179000,3.928,1048.2,0.82456
2180000,3.916,1051.4,0.82444
2181000,3.908,1048.5,0.82433
2182000,3.920,1041.3,0.82422
2183000,3.912,1051.8,0.82411
2184000,3.920,1049.5,0.82400
2185000,3.908,1043.8,0.82389
2186000,3.928,1045.5,0.82378
2187000,3.896,1053.5,0.82367
2188000,3.912,1043.9,0.82356
2189000,3.900,1048.1,0.82344
2190000,3.912,1057.8,0.82333
2191000,3.904,1051.9,0.82322
2192000,3.908,1052.9,0.82311
2193000,3.916,1048.9,0.82300
2194000,3.924,1043.5,0.82289
2195000,3.920,1050.7,0.82278
2196000,3.904,1045.7,0.82267
2197000,3.912,1045.4,0.82256
2198000,3.908,1050.3,0.82244
2199000,3.900,1045.9,0.82233
2200000,3.904,1049.8,0.82222
2201000,3.920,1047.3,0.82211
2202000,3.920,1049.7,0.82200
2203000,3.912,1047.9,0.82189
2204000,3.896,1049.8,0.82178
2205000,3.908,1055.7,0.82167
2206000,3.904,1053.0,0.82156
2207000,3.900,1049.3,0.82144
2208000,3.912,1054.9,0.82133
2209000,3.920,1051.5,0.82122
2210000,3.912,1054.6,0.82111
2211000,3.900,1044.3,0.82100
2212000,3.912,1046.0,0.82089
2213000,3.896,1050.7,0.82078
2214000,3.896,1049.2,0.82067
2215000,3.892,1049.8,0.82056
2216000,3.908,1052.1,0.82044
2217000,3.912,1057.6,0.82033
2218000,3.912,1048.3,0.82022
2219000,3.896,1044.4,0.82011
2220000,3.888,1051.3,0.82000
2221000,3.896,1049.9,0.81989
2222000,3.896,1050.4,0.81978
2223000,3.904,1051.7,0.81967
2224000,3.904,1055.6,0.81956
2225000,3.904,1046.9,0.81944
2226000,3.908,1044.6,0.81933
2227000,3.924,1052.4,0.81922
2228000,3.900,1047.5,0.81911
2229000,3.904,1047.7,0.81900
2230000,3.904,1051.5,0.81889
2231000,3.900,1054.3,0.81878
2232000,3.908,1053.9,0.81867
2233000,3.900,1050.0,0.81856
2234000,3.896,1059.7,0.81844
2235000,3.896,1051.2,0.81833
2236000,3.908,1057.1,0.81822
2237000,3.908,1047.3,0.81811
2238000,3.900,1051.0,0.81800
2239000,3.904,1053.0,0.81789
2240000,3.900,1050.9,0.81778
2241000,3.904,1051.7,0.81767
2242000,3.896,1050.2,0.81756
2243000,3.892,1056.8,0.81744
2244000,3.900,1051.7,0.81733
2245000,3.896,1057.0,0.81722
2246000,3.892,1047.1,0.81711
2247000,3.888,1051.3,0.81700
2248000,3.884,1048.1,0.81689
2249000,3.896,1051.0,0.81678
2250000,3.908,1044.0,0.81667
2251000,3.908,1044.8,0.81656
2252000,3.912,1047.2,0.81644
2253000,3.892,1053.0,0.81633
2254000,3.904,1046.3,0.81622
2255000,3.900,1049.0,0.81611
2256000,3.892,1055.1,0.81600
2257000,3.908,1050.4,0.81589
2258000,3.896,1053.2,0.81578
2259000,3.884,1048.8,0.81567
2260000,3.900,1045.8,0.81556
2261000,3.900,1049.4,0.81544
2262000,3.888,1054.2,0.81533
2263000,3.900,1049.1,0.81522
2264000,3.908,1047.2,0.81511
2265000,3.900,1053.6,0.81500
2266000,3.888,1057.2,0.81489
2267000,3.900,1050.0,0.81478
2268000,3.900,1046.3,0.81467
2269000,3.904,1045.6,0.81456
2270000,3.900,1054.2,0.81444
2271000,3.888,1042.6,0.81433
2272000,3.896,1052.3,0.81422
2273000,3.908,1039.2,0.81411
2274000,3.892,1050.5,0.81400
2275000,3.892,1054.0,0.81389
2276000,3.900,1047.2,0.81378
2277000,3.908,1057.1,0.81367
2278000,3.900,1051.4,0.81356
2279000,3.888,1053.2,0.81344
2280000,3.892,1052.6,0.81333
2281000,3.892,1051.3,0.81322
2282000,3.896,1052.0,0.81311
2283000,3.896,1037.7,0.81300
2284000,3.900,1052.6,0.81289
2285000,3.908,1049.6,0.81278
2286000,3.900,1051.2,0.81267
2287000,3.896,1054.2,0.81256
2288000,3.876,1046.4,0.81244
2289000,3.900,1048.1,0.81233
2290000,3.900,1048.6,0.81222
2291000,3.904,1050.6,0.81211
2292000,3.896,1048.8,0.81200
2293000,3.908,1052.0,0.81189
2294000,3.892,1043.2,0.81178
2295000,3.908,1053.4,0.81167
2296000,3.892,1051.0,0.81156
2297000,3.900,1053.0,0.81144
2298000,3.896,1048.6,0.81133
2299000,3.908,1054.7,0.81122
2300000,3.892,1053.0,0.81111
2301000,3.896,1049.8,0.81100
2302000,3.896,1049.5,0.81089
2303000,3.904,1045.8,0.81078
2304000,3.888,1045.4,0.81067
2305000,3.908,1050.4,0.81056
2306000,3.888,1048.3,0.81044
2307000,3.904,1047.8,0.81033
2308000,3.884,1038.8,0.81022
2309000,3.896,1060.9,0.81011
2310000,3.892,1045.6,0.81000
2311000,3.900,1050.3,0.80989
2312000,3.896,1057.4,0.80978
2313000,3.896,1047.8,0.80967
2314000,3.884,1047.2,0.80956
2315000,3.880,1043.0,0.80944
2316000,3.880,1046.4,0.80933
2317000,3.880,1051.3,0.80922
2318000,3.884,1037.4,0.80911
2319000,3.884,1048.1,0.80900
2320000,3.884,1056.1,0.80889
2321000,3.892,1053.5,0.80878
2322000,3.884,1049.8,0.80867
2323000,3.884,1049.8,0.80856
2324000,3.888,1050.7,0.80844
2325000,3.896,1046.2,0.80833
2326000,3.888,1051.7,0.80822
2327000,3.888,1050.6,0.80811
2328000,3.888,1046.5,0.80800
2329000,3.880,1047.5,0.80789
2330000,3.888,1043.5,0.80778
2331000,3.884,1052.3,0.80767
2332000,3.896,1060.1,0.80756
2333000,3.896,1055.2,0.80744
2334000,3.884,1057.4,0.80733
2335000,3.884,1039.8,0.80722
2336000,3.888,1052.2,0.80711
2337000,3.900,1051.1,0.80700
2338000,3.896,1051.5,0.80689
2339000,3.880,1046.2,0.80678
2340000,3.888,1056.5,0.80667
2341000,3.884,1047.5,0.80656
2342000,3.880,1047.4,0.80644
2343000,3.876,1044.9,0.80633
2344000,3.884,1049.2,0.80622
2345000,3.888,1054.4,0.80611
2346000,3.880,1051.1,0.80600
2347000,3.888,1049.5,0.80589
2348000,3.888,1052.9,0.80578
2349000,3.888,1054.3,0.80567
2350000,3.884,1053.2,0.80556
2351000,3.888,1042.7,0.80544
2352000,3.892,1052.9,0.80533
2353000,3.884,1051.7,0.80522
2354000,3.892,1046.8,0.80511
2355000,3.880,1051.7,0.80500
2356000,3.880,1054.4,0.80489
2357000,3.900,1047.7,0.80478
2358000,3.884,1053.5,0.80467
2359000,3.888,1051.1,0.80456
2360000,3.876,1039.0,0.80444
2361000,3.884,1049.8,0.80433
2362000,3.896,1051.0,0.80422
2363000,3.876,1048.7,0.80411
2364000,3.884,1051.3,0.80400
2365000,3.884,1049.4,0.80389
2366000,3.868,1059.0,0.80378
2367000,3.884,1048.4,0.80367
2368000,3.892,1046.9,0.80356
2369000,3.884,1053.3,0.80344
2370000,3.884,1048.9,0.80333
2371000,3.884,1049.6,0.80322
2372000,3.884,1049.2,0.80311
2373000,3.872,1053.0,0.80300
2374000,3.868,1045.8,0.80289
2375000,3.884,1053.5,0.80278
2376000,3.872,1052.0,0.80267
2377000,3.880,1057.1,0.80256
2378000,3.888,1050.7,0.80244
2379000,3.880,1046.1,0.80233
2380000,3.904,1050.7,0.80222
2381000,3.896,1051.2,0.80211
2382000,3.884,1054.8,0.80200
2383000,3.892,1046.0,0.80189
2384000,3.896,1044.0,0.80178
2385000,3.860,1050.8,0.80167
2386000,3.888,1048.6,0.80156
2387000,3.888,1049.1,0.80144
2388000,3.872,1046.6,0.80133
2389000,3.880,1049.7,0.80122
2390000,3.892,1048.6,0.80111
2391000,3.884,1046.6,0.80100
2392000,3.868,1050.3,0.80089
2393000,3.880,1044.7,0.80078
2394000,3.884,1057.9,0.80067
2395000,3.856,1043.1,0.80056
2396000,3.880,1052.9,0.80044
2397000,3.872,1054.6,0.80033
2398000,3.888,1051.4,0.80022
2399000,3.876,1048.2,0.80011
2400000,3.944,30.1,0.80000
2401000,3.948,29.9,0.80000
2402000,3.932,28.2,0.80000
2403000,3.936,37.9,0.80000
2404000,3.940,27.7,0.80000
2405000,3.940,30.3,0.80000
2406000,3.944,29.9,0.80000
2407000,3.924,30.7,0.80000
2408000,3.944,37.5,0.80000
2409000,3.932,32.3,0.80000
2410000,3.940,28.1,0.80000
2411000,3.940,35.9,0.80000
2412000,3.940,33.0,0.80000
2413000,3.944,28.2,0.80000
2414000,3.932,35.1,0.80000
2415000,3.932,24.7,0.80000
2416000,3.940,25.6,0.80000
2417000,3.940,23.5,0.80000
2418000,3.940,21.9,0.80000
2419000,3.952,34.8,0.80000
2420000,3.940,30.7,0.80000
2421000,3.940,23.9,0.80000
2422000,3.956,29.8,0.80000
2423000,3.956,33.6,0.80000
2424000,3.952,27.0,0.80000
2425000,3.948,28.7,0.80000
2426000,3.936,38.1,0.80000
2427000,3.960,29.1,0.80000
2428000,3.948,24.1,0.80000
2429000,3.948,27.9,0.80000
2430000,3.956,23.6,0.80000
2431000,3.956,32.7,0.80000
2432000,3.952,26.5,0.80000
2433000,3.952,26.4,0.80000
